PetID,Date,ProcedureType,ProcedureSubCode,procedurecode,
B9-5137,42428,VACCINATIONS,05,VACCINATIONS05,
B2-9592,42428,VACCINATIONS,05,VACCINATIONS05,
A2-9349,42428,VACCINATIONS,05,VACCINATIONS05,
B1-3078,42428,ORTHOPEDIC,04,ORTHOPEDIC04,
D5-9432,42430,VACCINATIONS,05,VACCINATIONS05,
E3-8987,42430,GENERAL SURGERIES,07,GENERAL SURGERIES07,
C1-5255,42431,VACCINATIONS,05,VACCINATIONS05,
C9-8635,42431,VACCINATIONS,05,VACCINATIONS05,
E4-2239,42431,GROOMING,03,GROOMING03,
A7-9530,42431,GROOMING,01,GROOMING01,
E6-7676,42431,GROOMING,01,GROOMING01,
A9-7776,42432,VACCINATIONS,05,VACCINATIONS05,
E0-8798,42432,VACCINATIONS,05,VACCINATIONS05,
E3-9315,42432,VACCINATIONS,05,VACCINATIONS05,
B3-2375,42432,VACCINATIONS,05,VACCINATIONS05,
A6-4499,42432,VACCINATIONS,05,VACCINATIONS05,
C7-6206,42432,VACCINATIONS,05,VACCINATIONS05,
C7-9572,42432,VACCINATIONS,05,VACCINATIONS05,
A2-8934,42432,VACCINATIONS,05,VACCINATIONS05,
D6-5047,42432,VACCINATIONS,05,VACCINATIONS05,
B3-5840,42432,VACCINATIONS,05,VACCINATIONS05,
F9-6669,42432,VACCINATIONS,05,VACCINATIONS05,
B1-6048,42432,VACCINATIONS,05,VACCINATIONS05,
B4-2626,42432,VACCINATIONS,02,VACCINATIONS02,
F0-1841,42432,GENERAL SURGERIES,14,GENERAL SURGERIES14,
D1-6080,42432,GENERAL SURGERIES,03,GENERAL SURGERIES03,
B0-2336,42432,GROOMING,03,GROOMING03,
A7-3368,42432,GROOMING,01,GROOMING01,
E9-7875,42432,GROOMING,01,GROOMING01,
B8-1051,42432,GROOMING,01,GROOMING01,
F3-9665,42432,GROOMING,01,GROOMING01,
D8-3259,42433,VACCINATIONS,05,VACCINATIONS05,
D1-8748,42433,VACCINATIONS,05,VACCINATIONS05,
E2-1113,42433,GROOMING,01,GROOMING01,
E8-7338,42434,GENERAL SURGERIES,19,GENERAL SURGERIES19,
F0-1803,42434,VACCINATIONS,05,VACCINATIONS05,
A4-5058,42434,VACCINATIONS,05,VACCINATIONS05,
E6-5708,42434,VACCINATIONS,05,VACCINATIONS05,
A9-7145,42434,VACCINATIONS,05,VACCINATIONS05,
A2-7664,42434,VACCINATIONS,05,VACCINATIONS05,
E9-8974,42434,OFFICE FEES,02,OFFICE FEES02,
E4-4188,42434,VACCINATIONS,05,VACCINATIONS05,
B4-7162,42434,GENERAL SURGERIES,08,GENERAL SURGERIES08,
A4-1709,42434,GROOMING,01,GROOMING01,
A5-1898,42434,GROOMING,01,GROOMING01,
B4-2952,42435,VACCINATIONS,01,VACCINATIONS01,
C0-4090,42435,VACCINATIONS,05,VACCINATIONS05,
D8-6722,42435,VACCINATIONS,05,VACCINATIONS05,
D7-4919,42435,VACCINATIONS,05,VACCINATIONS05,
E0-3260,42435,VACCINATIONS,02,VACCINATIONS02,
A4-9499,42436,VACCINATIONS,05,VACCINATIONS05,
C7-6854,42436,VACCINATIONS,05,VACCINATIONS05,
B6-7104,42436,GENERAL SURGERIES,17,GENERAL SURGERIES17,
B1-2533,42437,VACCINATIONS,05,VACCINATIONS05,
C6-3389,42437,VACCINATIONS,05,VACCINATIONS05,
A6-1691,42437,VACCINATIONS,05,VACCINATIONS05,
F8-9618,42437,VACCINATIONS,05,VACCINATIONS05,
C7-5415,42437,VACCINATIONS,05,VACCINATIONS05,
E9-9541,42437,VACCINATIONS,05,VACCINATIONS05,
E2-7226,42437,VACCINATIONS,05,VACCINATIONS05,
C2-9073,42437,VACCINATIONS,06,VACCINATIONS06,
F1-8420,42437,GROOMING,03,GROOMING03,
D0-2638,42437,GROOMING,03,GROOMING03,
E8-8745,42437,GENERAL SURGERIES,03,GENERAL SURGERIES03,
F7-6031,42438,VACCINATIONS,05,VACCINATIONS05,
C3-4567,42438,VACCINATIONS,05,VACCINATIONS05,
F7-3734,42438,VACCINATIONS,05,VACCINATIONS05,
E9-1952,42438,GROOMING,01,GROOMING01,
A3-9779,42439,VACCINATIONS,05,VACCINATIONS05,
B2-8885,42439,VACCINATIONS,05,VACCINATIONS05,
E6-8656,42439,VACCINATIONS,05,VACCINATIONS05,
F5-8086,42439,VACCINATIONS,05,VACCINATIONS05,
A8-3007,42439,VACCINATIONS,05,VACCINATIONS05,
F8-4592,42439,VACCINATIONS,05,VACCINATIONS05,
C4-3911,42439,VACCINATIONS,05,VACCINATIONS05,
C9-2990,42439,VACCINATIONS,05,VACCINATIONS05,
C8-6467,42439,VACCINATIONS,05,VACCINATIONS05,
A4-4835,42439,VACCINATIONS,05,VACCINATIONS05,
E1-3828,42439,VACCINATIONS,05,VACCINATIONS05,
B2-2557,42439,VACCINATIONS,05,VACCINATIONS05,
F2-9685,42439,VACCINATIONS,05,VACCINATIONS05,
D1-6758,42439,VACCINATIONS,05,VACCINATIONS05,
B7-4192,42439,VACCINATIONS,05,VACCINATIONS05,
F4-8195,42439,VACCINATIONS,05,VACCINATIONS05,
E6-3149,42439,VACCINATIONS,05,VACCINATIONS05,
E8-2043,42439,VACCINATIONS,05,VACCINATIONS05,
B2-6359,42439,ORTHOPEDIC,09,ORTHOPEDIC09,
F7-6823,42439,GENERAL SURGERIES,05,GENERAL SURGERIES05,
C0-8794,42439,GENERAL SURGERIES,16,GENERAL SURGERIES16,
B4-9640,42439,HOSPITALIZATION,01,HOSPITALIZATION01,
F9-7294,42439,GENERAL SURGERIES,14,GENERAL SURGERIES14,
E3-5616,42439,GENERAL SURGERIES,13,GENERAL SURGERIES13,
C2-3302,42439,GROOMING,03,GROOMING03,
A1-5963,42439,GROOMING,01,GROOMING01,
E0-5516,42439,GROOMING,01,GROOMING01,
D0-5546,42439,GROOMING,01,GROOMING01,
E9-3231,42439,GROOMING,01,GROOMING01,
A7-1825,42439,GROOMING,01,GROOMING01,
F6-2215,42440,VACCINATIONS,03,VACCINATIONS03,
E1-8186,42441,GENERAL SURGERIES,11,GENERAL SURGERIES11,
F6-8218,42441,VACCINATIONS,05,VACCINATIONS05,
B7-2720,42441,VACCINATIONS,05,VACCINATIONS05,
C6-7597,42441,VACCINATIONS,05,VACCINATIONS05,
B7-9878,42441,VACCINATIONS,05,VACCINATIONS05,
D7-4643,42441,GENERAL SURGERIES,09,GENERAL SURGERIES09,
F7-8503,42441,GROOMING,03,GROOMING03,
C0-3052,42442,ORTHOPEDIC,04,ORTHOPEDIC04,
C4-1508,42443,GROOMING,01,GROOMING01,
E5-5442,42443,GENERAL SURGERIES,03,GENERAL SURGERIES03,
D2-7311,42444,VACCINATIONS,05,VACCINATIONS05,
D2-4992,42445,VACCINATIONS,05,VACCINATIONS05,
A3-9874,42445,GROOMING,03,GROOMING03,
C1-9531,42446,ORTHOPEDIC,07,ORTHOPEDIC07,
D6-9627,42446,VACCINATIONS,05,VACCINATIONS05,
B4-1785,42446,VACCINATIONS,05,VACCINATIONS05,
D5-6602,42446,VACCINATIONS,05,VACCINATIONS05,
F1-4380,42446,VACCINATIONS,05,VACCINATIONS05,
A8-2508,42446,VACCINATIONS,05,VACCINATIONS05,
A6-6221,42446,VACCINATIONS,05,VACCINATIONS05,
F5-4589,42446,VACCINATIONS,05,VACCINATIONS05,
E6-7344,42446,GROOMING,03,GROOMING03,
A3-7285,42447,ORTHOPEDIC,03,ORTHOPEDIC03,
B0-2930,42447,VACCINATIONS,05,VACCINATIONS05,
E8-3254,42447,VACCINATIONS,05,VACCINATIONS05,
D7-9837,42447,VACCINATIONS,05,VACCINATIONS05,
D7-6225,42447,VACCINATIONS,05,VACCINATIONS05,
D1-1354,42447,VACCINATIONS,05,VACCINATIONS05,
C1-3706,42447,VACCINATIONS,05,VACCINATIONS05,
X0-8765,42447,VACCINATIONS,05,VACCINATIONS05,
B9-4366,42447,ORTHOPEDIC,05,ORTHOPEDIC05,
C6-2794,42447,GENERAL SURGERIES,15,GENERAL SURGERIES15,
A3-5254,42448,VACCINATIONS,05,VACCINATIONS05,
D4-3029,42448,VACCINATIONS,05,VACCINATIONS05,
D7-3283,42448,VACCINATIONS,05,VACCINATIONS05,
D5-6056,42448,VACCINATIONS,05,VACCINATIONS05,
D2-3331,42448,VACCINATIONS,05,VACCINATIONS05,
A6-4632,42448,VACCINATIONS,05,VACCINATIONS05,
B9-3509,42448,VACCINATIONS,05,VACCINATIONS05,
A8-8385,42448,VACCINATIONS,05,VACCINATIONS05,
E9-5128,42448,GENERAL SURGERIES,05,GENERAL SURGERIES05,
E1-2059,42448,GROOMING,01,GROOMING01,
B4-3712,42448,GROOMING,01,GROOMING01,
A8-2857,42449,VACCINATIONS,05,VACCINATIONS05,
E9-6048,42449,GROOMING,03,GROOMING03,
C2-9695,42450,VACCINATIONS,05,VACCINATIONS05,
C3-8581,42450,VACCINATIONS,05,VACCINATIONS05,
F5-4688,42450,GENERAL SURGERIES,08,GENERAL SURGERIES08,
B2-8456,42450,GENERAL SURGERIES,02,GENERAL SURGERIES02,
C9-3239,42451,VACCINATIONS,05,VACCINATIONS05,
E8-8203,42452,VACCINATIONS,05,VACCINATIONS05,
E9-2241,42452,VACCINATIONS,05,VACCINATIONS05,
B0-5593,42452,VACCINATIONS,05,VACCINATIONS05,
E7-8541,42452,VACCINATIONS,05,VACCINATIONS05,
D3-8928,42453,VACCINATIONS,05,VACCINATIONS05,
B0-1278,42453,GROOMING,01,GROOMING01,
E6-9450,42454,VACCINATIONS,05,VACCINATIONS05,
A3-9420,42455,GENERAL SURGERIES,16,GENERAL SURGERIES16,
D7-6538,42456,GROOMING,03,GROOMING03,
F7-3023,42457,GENERAL SURGERIES,18,GENERAL SURGERIES18,
B0-6022,42457,VACCINATIONS,05,VACCINATIONS05,
E6-7455,42457,VACCINATIONS,05,VACCINATIONS05,
E1-3210,42457,VACCINATIONS,05,VACCINATIONS05,
D3-2503,42457,VACCINATIONS,05,VACCINATIONS05,
F7-1464,42457,VACCINATIONS,05,VACCINATIONS05,
B5-3330,42457,VACCINATIONS,05,VACCINATIONS05,
D3-2365,42457,VACCINATIONS,05,VACCINATIONS05,
D6-9676,42457,VACCINATIONS,05,VACCINATIONS05,
B4-1641,42457,VACCINATIONS,05,VACCINATIONS05,
F0-7168,42457,VACCINATIONS,05,VACCINATIONS05,
C4-1498,42457,VACCINATIONS,05,VACCINATIONS05,
B2-6917,42457,GENERAL SURGERIES,01,GENERAL SURGERIES01,
E3-4254,42457,GROOMING,03,GROOMING03,
D1-6636,42457,GROOMING,03,GROOMING03,
F0-4848,42457,GROOMING,03,GROOMING03,
A1-9318,42457,GROOMING,01,GROOMING01,
C5-6385,42457,GENERAL SURGERIES,03,GENERAL SURGERIES03,
C5-8648,42457,GENERAL SURGERIES,03,GENERAL SURGERIES03,
B6-5946,42458,VACCINATIONS,05,VACCINATIONS05,
E8-4074,42458,VACCINATIONS,05,VACCINATIONS05,
C6-7811,42458,GROOMING,03,GROOMING03,
E6-7371,42458,GROOMING,03,GROOMING03,
C4-4367,42459,VACCINATIONS,05,VACCINATIONS05,
E6-1657,42459,GROOMING,03,GROOMING03,
D6-5549,42460,VACCINATIONS,05,VACCINATIONS05,
B4-5805,42460,VACCINATIONS,05,VACCINATIONS05,
D1-6433,42460,GENERAL SURGERIES,09,GENERAL SURGERIES09,
B5-4140,42460,GROOMING,03,GROOMING03,
B0-4477,42460,GROOMING,03,GROOMING03,
F8-9840,42461,VACCINATIONS,05,VACCINATIONS05,
D2-4654,42462,VACCINATIONS,05,VACCINATIONS05,
F1-5049,42463,VACCINATIONS,05,VACCINATIONS05,
A6-8426,42463,VACCINATIONS,05,VACCINATIONS05,
A3-6495,42463,GENERAL SURGERIES,03,GENERAL SURGERIES03,
A1-4582,42463,GENERAL SURGERIES,07,GENERAL SURGERIES07,
C5-4011,42463,GENERAL SURGERIES,08,GENERAL SURGERIES08,
C5-5352,42463,ORTHOPEDIC,08,ORTHOPEDIC08,
F5-6837,42463,GENERAL SURGERIES,03,GENERAL SURGERIES03,
F3-2041,42464,VACCINATIONS,05,VACCINATIONS05,
D0-5533,42465,VACCINATIONS,05,VACCINATIONS05,
A6-5210,42466,GENERAL SURGERIES,05,GENERAL SURGERIES05,
B1-7785,42466,VACCINATIONS,05,VACCINATIONS05,
D1-1472,42466,VACCINATIONS,05,VACCINATIONS05,
E1-7518,42466,VACCINATIONS,05,VACCINATIONS05,
E0-3224,42466,GROOMING,03,GROOMING03,
C7-4736,42467,VACCINATIONS,05,VACCINATIONS05,
F0-3403,42467,GROOMING,01,GROOMING01,
D6-7790,42467,GROOMING,01,GROOMING01,
D7-5632,42468,OFFICE FEES,03,OFFICE FEES03,
E6-5907,42468,VACCINATIONS,05,VACCINATIONS05,
F5-2884,42468,VACCINATIONS,05,VACCINATIONS05,
A3-9671,42468,VACCINATIONS,05,VACCINATIONS05,
D3-8098,42468,GENERAL SURGERIES,03,GENERAL SURGERIES03,
A4-4793,42469,VACCINATIONS,05,VACCINATIONS05,
E1-7685,42469,GENERAL SURGERIES,03,GENERAL SURGERIES03,
C1-8597,42470,VACCINATIONS,05,VACCINATIONS05,
F2-6425,42471,VACCINATIONS,05,VACCINATIONS05,
E7-5172,42471,VACCINATIONS,05,VACCINATIONS05,
D3-2277,42471,VACCINATIONS,05,VACCINATIONS05,
D4-1716,42472,GROOMING,03,GROOMING03,
D3-8526,42472,GROOMING,01,GROOMING01,
B7-3601,42472,GROOMING,01,GROOMING01,
A2-5885,42472,GENERAL SURGERIES,03,GENERAL SURGERIES03,
E9-3443,42473,GENERAL SURGERIES,04,GENERAL SURGERIES04,
F9-3083,42473,VACCINATIONS,05,VACCINATIONS05,
E6-5291,42473,VACCINATIONS,05,VACCINATIONS05,
D9-8920,42473,VACCINATIONS,05,VACCINATIONS05,
E8-6865,42473,VACCINATIONS,02,VACCINATIONS02,
F4-4875,42473,ORTHOPEDIC,04,ORTHOPEDIC04,
A0-2451,42473,ORTHOPEDIC,06,ORTHOPEDIC06,
E7-8493,42473,GROOMING,03,GROOMING03,
D1-7417,42473,GROOMING,01,GROOMING01,
C4-3408,42473,GENERAL SURGERIES,03,GENERAL SURGERIES03,
F7-1023,42474,VACCINATIONS,05,VACCINATIONS05,
D2-4296,42475,VACCINATIONS,05,VACCINATIONS05,
D1-8305,42475,VACCINATIONS,05,VACCINATIONS05,
B2-6387,42475,ORTHOPEDIC,06,ORTHOPEDIC06,
C6-7550,42475,GROOMING,03,GROOMING03,
E9-7710,42476,GROOMING,03,GROOMING03,
C0-5269,42476,VACCINATIONS,05,VACCINATIONS05,
E3-7534,42476,VACCINATIONS,05,VACCINATIONS05,
D8-4388,42476,OFFICE FEES,02,OFFICE FEES02,
C2-5206,42477,VACCINATIONS,05,VACCINATIONS05,
A7-7003,42477,GENERAL SURGERIES,03,GENERAL SURGERIES03,
A1-8671,42478,VACCINATIONS,05,VACCINATIONS05,
C2-3896,42478,VACCINATIONS,05,VACCINATIONS05,
B5-2816,42478,GENERAL SURGERIES,12,GENERAL SURGERIES12,
A1-8434,42478,VACCINATIONS,03,VACCINATIONS03,
F7-3220,42478,GROOMING,01,GROOMING01,
E4-1612,42478,GENERAL SURGERIES,03,GENERAL SURGERIES03,
E0-6663,42479,VACCINATIONS,05,VACCINATIONS05,
C2-1924,42480,VACCINATIONS,05,VACCINATIONS05,
F5-7839,42481,VACCINATIONS,05,VACCINATIONS05,
E0-8777,42481,VACCINATIONS,05,VACCINATIONS05,
C5-6902,42481,VACCINATIONS,05,VACCINATIONS05,
D0-6180,42481,VACCINATIONS,05,VACCINATIONS05,
F1-8270,42481,VACCINATIONS,05,VACCINATIONS05,
A0-8265,42481,VACCINATIONS,05,VACCINATIONS05,
B0-9880,42481,VACCINATIONS,05,VACCINATIONS05,
B6-6570,42481,VACCINATIONS,05,VACCINATIONS05,
F3-8731,42481,VACCINATIONS,05,VACCINATIONS05,
F1-5334,42481,GENERAL SURGERIES,05,GENERAL SURGERIES05,
D1-9737,42481,GENERAL SURGERIES,03,GENERAL SURGERIES03,
A1-3013,42481,GROOMING,03,GROOMING03,
A1-9137,42481,GROOMING,03,GROOMING03,
C3-4713,42481,GROOMING,03,GROOMING03,
B1-4228,42481,GROOMING,01,GROOMING01,
A8-6049,42481,GENERAL SURGERIES,03,GENERAL SURGERIES03,
C3-3960,42482,VACCINATIONS,05,VACCINATIONS05,
C8-8500,42482,VACCINATIONS,05,VACCINATIONS05,
D7-5675,42482,VACCINATIONS,05,VACCINATIONS05,
C0-4991,42482,VACCINATIONS,05,VACCINATIONS05,
B4-9052,42482,VACCINATIONS,05,VACCINATIONS05,
B8-8675,42482,VACCINATIONS,05,VACCINATIONS05,
E0-1683,42482,VACCINATIONS,05,VACCINATIONS05,
C3-5600,42482,VACCINATIONS,05,VACCINATIONS05,
F8-6584,42482,VACCINATIONS,05,VACCINATIONS05,
B4-2867,42482,VACCINATIONS,05,VACCINATIONS05,
C3-9378,42482,ORTHOPEDIC,09,ORTHOPEDIC09,
B3-5602,42482,ORTHOPEDIC,01,ORTHOPEDIC01,
C6-6156,42482,GROOMING,03,GROOMING03,
F0-9964,42482,GENERAL SURGERIES,03,GENERAL SURGERIES03,
F2-7936,42483,VACCINATIONS,05,VACCINATIONS05,
F2-9012,42484,GENERAL SURGERIES,07,GENERAL SURGERIES07,
C6-4745,42484,VACCINATIONS,05,VACCINATIONS05,
A3-8186,42484,VACCINATIONS,05,VACCINATIONS05,
B3-5004,42484,VACCINATIONS,05,VACCINATIONS05,
D2-5733,42484,VACCINATIONS,05,VACCINATIONS05,
D4-9252,42484,VACCINATIONS,05,VACCINATIONS05,
B3-3944,42484,VACCINATIONS,05,VACCINATIONS05,
E2-3339,42484,VACCINATIONS,05,VACCINATIONS05,
C4-4133,42484,VACCINATIONS,05,VACCINATIONS05,
B8-8512,42484,OFFICE FEES,01,OFFICE FEES01,
E1-6562,42484,GROOMING,03,GROOMING03,
D0-6552,42484,GROOMING,01,GROOMING01,
D2-2745,42485,VACCINATIONS,05,VACCINATIONS05,
E5-6695,42485,VACCINATIONS,05,VACCINATIONS05,
B7-3339,42485,VACCINATIONS,05,VACCINATIONS05,
F5-1064,42485,VACCINATIONS,05,VACCINATIONS05,
F4-7604,42485,GROOMING,01,GROOMING01,
F6-5223,42485,GROOMING,01,GROOMING01,
C7-9881,42486,VACCINATIONS,05,VACCINATIONS05,
A2-4973,42486,VACCINATIONS,05,VACCINATIONS05,
E2-7949,42487,GROOMING,03,GROOMING03,
D7-2846,42487,GROOMING,01,GROOMING01,
C9-8024,42488,GENERAL SURGERIES,02,GENERAL SURGERIES02,
E7-7110,42488,GENERAL SURGERIES,16,GENERAL SURGERIES16,
D1-6425,42489,GROOMING,01,GROOMING01,
F2-3197,42490,VACCINATIONS,05,VACCINATIONS05,
B5-5790,42490,VACCINATIONS,05,VACCINATIONS05,
F3-3466,42490,VACCINATIONS,05,VACCINATIONS05,
D3-7579,42490,GENERAL SURGERIES,10,GENERAL SURGERIES10,
F1-7459,42490,GROOMING,01,GROOMING01,
E1-6258,42491,GENERAL SURGERIES,03,GENERAL SURGERIES03,
F7-8439,42491,VACCINATIONS,05,VACCINATIONS05,
F4-5144,42491,VACCINATIONS,05,VACCINATIONS05,
C3-4396,42491,VACCINATIONS,05,VACCINATIONS05,
D6-3496,42491,VACCINATIONS,05,VACCINATIONS05,
F0-4994,42491,VACCINATIONS,05,VACCINATIONS05,
A3-6376,42491,VACCINATIONS,05,VACCINATIONS05,
A1-1742,42491,VACCINATIONS,05,VACCINATIONS05,
D3-9134,42491,VACCINATIONS,05,VACCINATIONS05,
A9-2074,42491,VACCINATIONS,01,VACCINATIONS01,
D3-4634,42491,GROOMING,03,GROOMING03,
B8-7786,42491,GROOMING,01,GROOMING01,
A7-2523,42491,GROOMING,01,GROOMING01,
D1-2539,42491,GENERAL SURGERIES,03,GENERAL SURGERIES03,
E5-3122,42492,VACCINATIONS,05,VACCINATIONS05,
B7-4774,42492,VACCINATIONS,05,VACCINATIONS05,
F5-1447,42492,VACCINATIONS,05,VACCINATIONS05,
D7-3030,42492,ORTHOPEDIC,07,ORTHOPEDIC07,
D4-8061,42492,GROOMING,03,GROOMING03,
F8-4837,42492,GROOMING,01,GROOMING01,
A9-3070,42492,GENERAL SURGERIES,03,GENERAL SURGERIES03,
E6-1780,42493,GENERAL SURGERIES,11,GENERAL SURGERIES11,
C5-8352,42493,GROOMING,01,GROOMING01,
E8-7263,42494,VACCINATIONS,03,VACCINATIONS03,
C2-4785,42494,GENERAL SURGERIES,15,GENERAL SURGERIES15,
F5-5248,42494,VACCINATIONS,05,VACCINATIONS05,
B5-5254,42494,VACCINATIONS,05,VACCINATIONS05,
C2-6230,42494,VACCINATIONS,05,VACCINATIONS05,
A0-8253,42494,VACCINATIONS,05,VACCINATIONS05,
D7-3760,42494,VACCINATIONS,05,VACCINATIONS05,
C9-6165,42494,VACCINATIONS,05,VACCINATIONS05,
B7-4958,42494,VACCINATIONS,05,VACCINATIONS05,
E3-4426,42494,VACCINATIONS,05,VACCINATIONS05,
F4-3913,42494,VACCINATIONS,05,VACCINATIONS05,
J8-7429,42494,VACCINATIONS,05,VACCINATIONS05,
C5-9190,42494,VACCINATIONS,05,VACCINATIONS05,
A9-1684,42494,GENERAL SURGERIES,09,GENERAL SURGERIES09,
E6-7012,42494,GENERAL SURGERIES,02,GENERAL SURGERIES02,
C0-8177,42494,GROOMING,03,GROOMING03,
F8-3070,42494,GROOMING,01,GROOMING01,
F8-8355,42494,GENERAL SURGERIES,03,GENERAL SURGERIES03,
E3-2957,42495,VACCINATIONS,05,VACCINATIONS05,
B0-5062,42495,VACCINATIONS,05,VACCINATIONS05,
A0-8054,42495,ORTHOPEDIC,07,ORTHOPEDIC07,
F5-3221,42495,GENERAL SURGERIES,05,GENERAL SURGERIES05,
F0-6673,42496,VACCINATIONS,05,VACCINATIONS05,
C6-8837,42496,VACCINATIONS,05,VACCINATIONS05,
D9-6902,42496,GROOMING,01,GROOMING01,
B2-9330,42496,GROOMING,01,GROOMING01,
D5-2771,42497,VACCINATIONS,05,VACCINATIONS05,
B3-9518,42497,VACCINATIONS,05,VACCINATIONS05,
C9-1880,42497,VACCINATIONS,05,VACCINATIONS05,
A9-1889,42497,VACCINATIONS,05,VACCINATIONS05,
B7-8147,42497,VACCINATIONS,05,VACCINATIONS05,
A5-6350,42497,VACCINATIONS,05,VACCINATIONS05,
F2-9640,42497,VACCINATIONS,05,VACCINATIONS05,
D3-4833,42497,VACCINATIONS,05,VACCINATIONS05,
D2-4021,42497,GENERAL SURGERIES,10,GENERAL SURGERIES10,
B1-5023,42497,OFFICE FEES,03,OFFICE FEES03,
F5-5166,42497,GENERAL SURGERIES,03,GENERAL SURGERIES03,
F8-6837,42498,VACCINATIONS,05,VACCINATIONS05,
F4-3527,42498,VACCINATIONS,05,VACCINATIONS05,
C1-1225,42498,VACCINATIONS,05,VACCINATIONS05,
A5-2936,42498,VACCINATIONS,05,VACCINATIONS05,
A2-4752,42498,VACCINATIONS,05,VACCINATIONS05,
D7-8521,42498,VACCINATIONS,05,VACCINATIONS05,
E9-5103,42498,VACCINATIONS,05,VACCINATIONS05,
F0-5461,42498,VACCINATIONS,05,VACCINATIONS05,
E6-5071,42498,VACCINATIONS,05,VACCINATIONS05,
B5-3524,42498,VACCINATIONS,05,VACCINATIONS05,
B3-8856,42498,VACCINATIONS,05,VACCINATIONS05,
C2-1585,42498,VACCINATIONS,05,VACCINATIONS05,
C2-6725,42498,VACCINATIONS,05,VACCINATIONS05,
E6-5903,42498,VACCINATIONS,05,VACCINATIONS05,
J8-7429,42498,VACCINATIONS,05,VACCINATIONS05,
E1-5634,42498,VACCINATIONS,05,VACCINATIONS05,
A2-7915,42498,VACCINATIONS,05,VACCINATIONS05,
B2-3135,42498,VACCINATIONS,05,VACCINATIONS05,
A6-4349,42498,ORTHOPEDIC,08,ORTHOPEDIC08,
B2-8858,42498,VACCINATIONS,02,VACCINATIONS02,
Q9-1565,42498,GROOMING,03,GROOMING03,
D3-2809,42498,GROOMING,03,GROOMING03,
D3-9324,42498,GROOMING,01,GROOMING01,
D5-5195,42499,VACCINATIONS,05,VACCINATIONS05,
D9-8847,42499,VACCINATIONS,05,VACCINATIONS05,
D6-1121,42499,VACCINATIONS,05,VACCINATIONS05,
F6-2414,42499,VACCINATIONS,05,VACCINATIONS05,
F5-4822,42500,VACCINATIONS,05,VACCINATIONS05,
B5-5174,42500,VACCINATIONS,05,VACCINATIONS05,
A4-1125,42500,VACCINATIONS,05,VACCINATIONS05,
A3-9009,42500,VACCINATIONS,05,VACCINATIONS05,
C2-3404,42500,VACCINATIONS,05,VACCINATIONS05,
B2-5852,42501,GENERAL SURGERIES,03,GENERAL SURGERIES03,
F3-6068,42502,VACCINATIONS,05,VACCINATIONS05,
B0-1919,42502,VACCINATIONS,05,VACCINATIONS05,
B9-3345,42502,VACCINATIONS,05,VACCINATIONS05,
E8-3779,42502,VACCINATIONS,05,VACCINATIONS05,
B3-4802,42502,VACCINATIONS,05,VACCINATIONS05,
F5-2914,42502,VACCINATIONS,05,VACCINATIONS05,
B2-6363,42502,VACCINATIONS,05,VACCINATIONS05,
E1-2057,42502,VACCINATIONS,05,VACCINATIONS05,
C4-7963,42502,VACCINATIONS,05,VACCINATIONS05,
B5-6264,42502,VACCINATIONS,05,VACCINATIONS05,
D8-6253,42502,VACCINATIONS,05,VACCINATIONS05,
E7-4589,42502,VACCINATIONS,05,VACCINATIONS05,
B8-5856,42502,VACCINATIONS,05,VACCINATIONS05,
B2-2505,42502,ORTHOPEDIC,08,ORTHOPEDIC08,
F4-2747,42502,GROOMING,03,GROOMING03,
F6-2828,42502,GROOMING,03,GROOMING03,
C5-2046,42502,GROOMING,01,GROOMING01,
E8-6168,42502,GROOMING,01,GROOMING01,
D8-7734,42503,GENERAL SURGERIES,12,GENERAL SURGERIES12,
E7-1431,42504,VACCINATIONS,05,VACCINATIONS05,
F9-6558,42504,VACCINATIONS,05,VACCINATIONS05,
A4-6543,42504,VACCINATIONS,05,VACCINATIONS05,
B1-3302,42504,ORTHOPEDIC,01,ORTHOPEDIC01,
C8-3402,42504,GROOMING,03,GROOMING03,
E5-9793,42504,GROOMING,03,GROOMING03,
B7-1707,42505,VACCINATIONS,05,VACCINATIONS05,
B2-5302,42505,VACCINATIONS,05,VACCINATIONS05,
F0-5154,42505,VACCINATIONS,05,VACCINATIONS05,
B6-7331,42505,VACCINATIONS,05,VACCINATIONS05,
E5-1136,42505,VACCINATIONS,05,VACCINATIONS05,
B0-1797,42505,GENERAL SURGERIES,15,GENERAL SURGERIES15,
C8-9662,42505,ORTHOPEDIC,08,ORTHOPEDIC08,
B1-7849,42505,VACCINATIONS,06,VACCINATIONS06,
F1-9976,42505,GROOMING,03,GROOMING03,
A9-9826,42505,GROOMING,03,GROOMING03,
C6-8897,42505,GROOMING,01,GROOMING01,
C6-8153,42506,OFFICE FEES,01,OFFICE FEES01,
F6-9353,42506,GENERAL SURGERIES,03,GENERAL SURGERIES03,
A4-4527,42507,VACCINATIONS,05,VACCINATIONS05,
B8-2297,42507,VACCINATIONS,05,VACCINATIONS05,
C3-6700,42507,VACCINATIONS,05,VACCINATIONS05,
D0-1850,42507,GROOMING,03,GROOMING03,
D5-7518,42508,VACCINATIONS,03,VACCINATIONS03,
A4-1324,42508,VACCINATIONS,05,VACCINATIONS05,
B1-2572,42508,VACCINATIONS,02,VACCINATIONS02,
D7-6578,42509,VACCINATIONS,05,VACCINATIONS05,
F1-8811,42509,VACCINATIONS,05,VACCINATIONS05,
